id,name,sinhala name,author,author sinhala name,translator,translator sinhala name,language,categoery,Tags
264,Gora,ගෝරා,Rabindranath Tagore,රබීන්ද්‍රනාත් තාගෝර්,H.M. Kudaligama,එච්.එම්. කුඩලිගම,Sinhala,Indian Translation,"Literature, Classic"
265,Chathuranga,චතුරංග,Rabindranath Tagore,රබීන්ද්‍රනාත් තාගෝර්,P.C. Kumarasinghe,පී.සී. කුමාරසිංහ,Sinhala,Indian Translation,Literature
266,Swarna Hathaya,ස්වර්ණ හංසයා,A.P. Gunarathne,ඒ.පී. ගුණරත්න,Unknown,නොදනී,Sinhala,Indian Translation,"Fairy Tale, Children"
267,Manushyathwaya,මනුෂ්‍යත්වය,Unknown,නොදනී,Unknown,නොදනී,Sinhala,Indian Translation,Literature
268,Sudumeli Manaliya,සුදුමැලි මනාලිය,Unknown,නොදනී,Unknown,නොදනී,Sinhala,Indian Translation,Literature
269,Yowun Gamanak,යොවුන් ගමනක්,Satyajit Ray,සත්‍යජිත් රායි,Chulananda Samaranayaka,චූලානන්ද සමරනායක,Sinhala,Indian Translation,"Literature, Adventure"
270,Nawa Lowaka Peredari,නව ලෝවක පෙරදැරි,Unknown,නොදනී,Unknown,නොදනී,Sinhala,Indian Translation,Biography
271,Ananthayata Adubedi,අනන්තයට අඩබැඳි,Unknown,නොදනී,Unknown,නොදනී,Sinhala,Indian Translation,Philosophy
272,Mage Malaththiya,මගේ මාලතී,Sarat Chandra Chatterjee,සරත් චන්ද්‍ර චැටර්ජි,Anula de Silva,අනුලා ද සිල්වා,Sinhala,Indian Translation,Literature
273,Ranhinsa,රන්හංස,A.P. Gunarathne,ඒ.පී. ගුණරත්න,Unknown,නොදනී,Sinhala,Indian Translation,Fairy Tale
274,Keti katha 3,කෙටි කතා 3,Rabindranath Tagore,රබීන්ද්‍රනාත් තාගෝර්,S.A. Jayasirimin Subasinghe,එස්.ඒ. ජයසිරි මින් සුබසිංහ,Sinhala,Indian Translation,Short Stories
275,Seethala Rekha,සීතල රේඛා,Unknown,නොදනී,Unknown,නොදනී,Sinhala,Indian Translation,Literature
276,Peraliya,පෙරළිය,Satyajit Ray,සත්‍යජිත් රායි,Chulananda Samaranayaka,චූලානන්ද සමරනායක,Sinhala,Indian Translation,Thrilling
277,Sebe Adaraya,සැබෑ ආදරය,Unknown,නොදනී,Unknown,නොදනී,Sinhala,Indian Translation,Romance
278,Prathama Adaraya,ප්‍රථම ආදරය,Ivan Turgenev,අයිවන් තුර්ගිනිව්,Dedigama V. Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Russian Translation Novel,"Russian, Classic"
279,Ruhiru Binduwak,රුහිරු බින්දුවක්,Mikhail Sholokhov,මිහායිල් ෂොලොකොව්,Dedigama V. Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Russian Translation Novel,"Russian, Short Stories"
280,Soviet Deshaye Perawaka,සෝවියට් දේශයේ පෙරවක,Unknown,නොදනී,Dedigama V. Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Russian Translation Novel,"Russian, Short Stories"
281,Wickrama Pura - 2,වික්‍රම පුරා - 2,Unknown,නොදනී,Unknown,නොදනී,Sinhala,Indian Translation,Fantasy
282,Wickrama Pura - 3,වික්‍රම පුරා - 3,Unknown,නොදනී,Unknown,නොදනී,Sinhala,Indian Translation,Fantasy
283,Mal Kumari,මල් කුමාරී,Unknown,නොදනී,Unknown,නොදනී,Sinhala,Indian Translation,Children
284,Swarna Ha Thana,ස්වර්ණ හා තැන,Unknown,නොදනී,Unknown,නොදනී,Sinhala,Indian Translation,Fantasy
285,Loku Amma,ලොකු අම්මා,Sarat Chandra Chatterjee,සරත් චන්ද්‍ර චැටර්ජි,Anula de Silva,අනුලා ද සිල්වා,Sinhala,Indian Translation,Literature
286,Nandana,නන්දන,Bhibhuti Bhushan Bandyopadhyay,බිබුතිභූෂණ බන්දෝපාධ්‍යාය,Sunil Sarath Perera,සුනිල් සරත් පෙරේරා,Sinhala,Indian Translation,Literature
287,Aparadhayak,අපරාධයක්,Satyajit Ray,සත්‍යජිත් රායි,Chulananda Samaranayaka,චූලානන්ද සමරනායක,Sinhala,Indian Translation,Mystery
288,Parajaya,පරාජය,Unknown,නොදනී,Unknown,නොදනී,Sinhala,Indian Translation,Literature
289,Sundara Devi,සුන්දර දේවි,Unknown,නොදනී,Unknown,නොදනී,Sinhala,Indian Translation,Literature
290,Kaha Rosa,කහ රෝස,Ivan Kuprin,අයිවන් කුප්රින්,Dedigama V. Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Russian Translation Novel,"Russian, Classic"
291,Keti Katha 4,කෙටි කතා 4,Rabindranath Tagore,රබීන්ද්‍රනාත් තාගෝර්,S.A. Jayasirimin Subasinghe,එස්.ඒ. ජයසිරි මින් සුබසිංහ,Sinhala,Indian Translation,Short Stories
292,Keti Katha 5,කෙටි කතා 5,Rabindranath Tagore,රබීන්ද්‍රනාත් තාගෝර්,S.A. Jayasirimin Subasinghe,එස්.ඒ. ජයසිරි මින් සුබසිංහ,Sinhala,Indian Translation,Short Stories
293,Manali,මනාලි,Unknown,නොදනී,Unknown,නොදනී,Sinhala,Indian Translation,Romance
294,Mage Seetha,මගේ සීතා,Unknown,නොදනී,Unknown,නොදනී,Sinhala,Indian Translation,Romance
295,Swarna Mali,ස්වර්ණ මාලී,Unknown,නොදනී,Unknown,නොදනී,Sinhala,Indian Translation,Folk Lore
296,Punchi Seeya,පුංචි සීය,Unknown,නොදනී,Unknown,නොදනී,Sinhala,Indian Translation,Children
297,Sudu Heensarayak,සුදු හීසරයක්,Unknown,නොදනී,Unknown,නොදනී,Sinhala,Indian Translation,Folk Theory
298,Abuddassa kale,අබුද්දස්ස කාලේ,Unknown,නොදනී,Unknown,නොදනී,Sinhala,Indian Translation,Satire
299,Meera,මීරා,Sarat Chandra Chatterjee,සරත් චන්ද්‍ර චැටර්ජි,Anula de Silva,අනුලා ද සිල්වා,Sinhala,Indian Translation,Literature
300,Paththini,පත්තිනි,Unknown,නොදනී,Unknown,නොදනී,Sinhala,Indian Translation,Drama
301,Five on a Treasure Island,ෆයිව් ඔන් අ ට්‍රෙජර් අයිලන්ඩ්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
302,Five go Adventuring Again,ෆයිව් ගෝ ඇඩ්වෙන්චරින් අගේන්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
303,Five Run Away Together,ෆයිව් රන් අවේ ටුගෙදර්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
304,Five go to Smugglers Top,ෆයිව් ගෝ ටු ස්මග්ලර්ස් ටොප්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
305,Five go off in a Caravan,ෆයිව් ගෝ ඕෆ් ඉන් අ කැරවන්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
306,Five on Kirrin Island Again,ෆයිව් ඔන් කිරින් අයිලන්ඩ් අගේන්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
307,Five go off to Camp,ෆයිව් ගෝ ඕෆ් ටු කෑම්ප්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
308,Five get into Trouble,ෆයිව් ගෙට් ඉන්ටු ට්‍රබල්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
309,Five fall into Adventure,ෆයිව් ෆෝල් ඉන්ටු ඇඩ්වෙන්චර්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
310,Five on a Hike Together,ෆයිව් ඔන් අ හයික් ටුගෙදර්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
311,Five have a Puzzling Time,ෆයිව් හැව් අ පස්ලින් ටයිම්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
312,Five go to Mystery Moor,ෆයිව් ගෝ ටු මිස්ට්‍රි මූර්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
313,Five have Plenty of Fun,ෆයිව් හැව් ප්ලෙන්ටි ඔෆ් ෆන්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
314,Five on a Secret Trail,ෆයිව් ඔන් අ සීක්‍රට් ට්‍රේල්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
315,Five go to Billycock Hill,ෆයිව් ගෝ ටු බිලිකොක් හිල්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
316,Five get into a Fix,ෆයිව් ගෙට් ඉන්ටු අ ෆික්ස්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
317,Five on Finniston Farm,ෆයිව් ඔන් ෆිනිස්ටන් ෆාම්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
318,Five go to Demon's Rocks,ෆයිව් ගෝ ටු ඩීමන්ස් රොක්ස්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
319,Five have a Mystery to Solve,ෆයිව් හැව් අ මිස්ට්‍රි ටු සෝල්ව්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
320,Five are together again,ෆයිව් ආර් ටුගෙදර් අගේන්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
321,Five on Kirrin Island Again,ෆයිව් ඔන් කිරින් අයිලන්ඩ් අගේන්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Famous Five"
322,Secret Seven Adventure,සීක්‍රට් සෙවන් ඇඩ්වෙන්චර්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
323,Well Done Secret Seven,වෙල් ඩන් සීක්‍රට් සෙවන්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
324,Secret Seven on the Trail,සීක්‍රට් සෙවන් ඔන් ද ට්‍රේල්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
325,Go Ahead Secret Seven,ගෝ එහෙඩ් සීක්‍රට් සෙවන්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
326,Good Work Secret Seven,ගුඩ් වර්ක් සීක්‍රට් සෙවන්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
327,Secret Seven Win Through,සීක්‍රට් සෙවන් වින් ත්රූ,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
328,Three Cheers Secret Seven,ත්රී චියර්ස් සීක්‍රට් සෙවන්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
329,Secret Seven Mystery,සීක්‍රට් සෙවන් මිස්ට්‍රි,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
330,Puzzle for the Secret Seven,පසල් ෆෝ ද සීක්‍රට් සෙවන්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
331,Secret Seven Fireworks,සීක්‍රට් සෙවන් ෆයර්වර්ක්ස්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
332,Good Old Secret Seven,ගුඩ් ඕල්ඩ් සීක්‍රට් සෙවන්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
333,Shock for the Secret Seven,ෂොක් ෆෝ ද සීක්‍රට් සෙවන්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
334,Look Out Secret Seven,ලුක් අවුට් සීක්‍රට් සෙවන්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
335,Fun for the Secret Seven,ෆන් ෆෝ ද සීක්‍රට් සෙවන්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
336,Short Stories for the Secret Seven,ෂෝර්ට් ස්ටෝරීස් ෆෝ ද සීක්‍රට් සෙවන්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
337,The Secret Seven,ද සීක්‍රට් සෙවන්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
338,The Mystery of the Burnt Cottage,ද මිස්ට්‍රි ඔෆ් ද බර්න්ට් කොටේජ්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
339,The Mystery of the Spiteful Letters,ද මිස්ට්‍රි ඔෆ් ද ස්පයිට්ෆුල් ලෙටර්ස්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
340,The Mystery of the Secret Room,ද මිස්ට්‍රි ඔෆ් ද සීක්‍රට් රූම්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
341,The Mystery of the Pantomime Cat,ද මිස්ට්‍රි ඔෆ් ද පැන්ටොමයිම් කැට්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
342,The Mystery of the Invisible Thief,ද මිස්ට්‍රි ඔෆ් ද ඉන්විසිබල් තීෆ්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
343,The Mystery of the Missing Necklace,ද මිස්ට්‍රි ඔෆ් ද මිසින් නෙක්ලස්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
344,The Mystery of the Hidden House,ද මිස්ට්‍රි ඔෆ් ද හිඩන් හවුස්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
345,The Mystery of the Strange Bundle,ද මිස්ට්‍රි ඔෆ් ද ස්ටේන්ජ් බන්ඩල්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
346,The Mystery of the Tally-Ho Cottage,ද මිස්ට්‍රි ඔෆ් ද ටැලි-හෝ කොටේජ්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
347,The Mystery of the Missing Man,ද මිස්ට්‍රි ඔෆ් ද මිසින් මෑන්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
348,The Mystery of the Strange Messages,ද මිස්ට්‍රි ඔෆ් ද ස්ටේන්ජ් මෙසේජස්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
349,The Mystery of the Banshee Towers,ද මිස්ට්‍රි ඔෆ් ද බැන්ෂී ටවර්ස්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
350,The Mystery of the Vanished Prince,ද මිස්ට්‍රි ඔෆ් ද වැනිෂ්ඩ් ප්‍රින්ස්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
351,The Mystery of the Holly Lane,ද මිස්ට්‍රි ඔෆ් ද හොලි ලේන්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
352,The Mystery of the Disappearing Cat,ද මිස්ට්‍රි ඔෆ් ද ඩිසපියරින් කැට්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
353,The Mystery of the Secret Seven,ද මිස්ට්‍රි ඔෆ් ද සීක්‍රට් සෙවන්,Enid Blyton,ඊනිඞ් බ්ලයිටන්,Unknown,නොදනී,English,English Novel,"Children, Secret Seven"
354,Seven Little Australians,සෙවන් ලිට්ල් ඕස්ට්‍රේලියන්ස්,Ethel Turner,එතෙල් ටර්නර්,Unknown,නොදනී,English,English Novel,Children
355,Maranaye Sanda,මරණයේ සඳ,Unknown,නොදනී,Unknown,නොදනී,Sinhala,English Translation Novel,Thriller
356,Minihena,මිනිහේන,Agatha Christie,ඇගතා ක්‍රිස්ටි,K.G. Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,"Detective, Poirot"
357,Maraka Hasthaya,මාරක හස්තය,Agatha Christie,ඇගතා ක්‍රිස්ටි,K.G. Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,Detective
358,Maranaye Shapaya,මරණයේ ශාපය,Agatha Christie,ඇගතා ක්‍රිස්ටි,K.G. Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,Detective
359,Anthima Praharaya,අන්තිම ප්‍රහාරය,Agatha Christie,ඇගතා ක්‍රිස්ටි,K.G. Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,"Detective, Poirot"
360,Nihanda Saksyakaya,නිහඬ සාක්කිකයා,Agatha Christie,ඇගතා ක්‍රිස්ටි,K.G. Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,"Detective, Poirot"
361,ABC Ghathanaya,ABC ඝාතනය,Agatha Christie,ඇගතා ක්‍රිස්ටි,K.G. Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,"Detective, Poirot"
362,Guwanaya Thula Maranaya,ගුවන තුළ මරණය,Agatha Christie,ඇගතා ක්‍රිස්ටි,K.G. Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,"Detective, Poirot"
363,Indrajalikaya,ඉන්ද්‍රජාලිකයා,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
364,Ghathana Rathriya,ඝාතන රාත්‍රිය,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
365,Anduru Sewanella,අඳුරු සෙවණැල්ල,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
366,Nila Rathnaya,නීල රත්නය,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
367,Sangaunu Abirahasa,සැඟවුණු අබිරහස,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
368,Puduma Ghathakaya,පුදුම ඝාතකයා,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
369,Maranaye Abirahasa,මරණයේ අබිරහස,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
370,Maru Salla,මරු සැල්ල,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
371,Maraka Re,මාරක රේ,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
372,Induwara,ඉන්දුවර,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
373,Ghathaka Hasthaya,ඝාතක හස්තය,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
374,Kele Gindara,කැලේ ගින්දර,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
375,Bihisunu Ghathanayak,බිහිසුණු ඝාතනයක්,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
376,Abirahas Miniha,අබිරහස් මිනිහා,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
377,Ghathakaya Enna,ඝාතකයා එන්න,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
378,Le Wila,ලේ විල,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
379,Prthama Ghathanaya,ප්‍රථම ඝාතනය,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
380,Maranaye Andonawa,මරණයේ අඳෝනාව,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
381,Aduru Kumanthranaya,අඳුරු කුමන්ත්‍රණය,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
382,Indrajalika Pettiya,ඉන්ද්‍රජාලික පෙට්ටිය,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
383,Bayanaka Ghathakaya,භයානක ඝාතකයා,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
384,Antharaya Adawiya,අන්තරාය අඩවිය,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
385,Ghathaka Rathriya,ඝාතන රාත්‍රිය,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
386,Ghathakaya Nideelle,ඝාතකයා නිදැල්ලේ,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
387,Eya Mini Mareemaki,එය මිනි මැරීමකි,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
388,Naya Ha Ghathakaya,නයා හා ඝාතකයා,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
389,Bayanaka Ghathakaya,භයානක ඝාතකයා,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
390,Anduru Ghathanaya,අඳුරු ඝාතනය,Agatha Christie,ඇගතා ක්‍රිස්ටි,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,Detective
391,Le Rathu Malaya,ලේ රතු මාලය,Unknown,නොදනී,Deemon Ananda,ඩීමන් ආනන්ද,Sinhala,English Translation Novel,Adventure
392,Bihisunu Erumhale Abirahasa,බිහිසුණු ඇඹරුම්හලේ අබිරහස,Unknown,නොදනී,Lasitha Ravin Umagiliya,ලසිත රවීන් උමගිලිය,Sinhala,English Translation Novel,Adventure
393,Bhishanya horawa,භීෂණයේ හෝරාව,Unknown,නොදනී,Lasitha Ravin Umagiliya,ලසිත රවීන් උමගිලිය,Sinhala,English Translation Novel,Mystery
394,Ethulwima Tahanam,ඇතුළුවීම තහනම්,Unknown,නොදනී,Lasitha Ravin Umagiliya,ලසිත රවීන් උමගිලිය,Sinhala,English Translation Novel,Mystery
395,Anduru Marakaya,අඳුරු මාරකයා,Unknown,නොදනී,Deemon Ananda,ඩීමන් ආනන්ද,Sinhala,English Translation Novel,Adventure
396,Lajja,ලජ්ජා,Taslima Nasrin,තස්ලිමා නස්රීන්,Gamini Viyangoda,ගාමිණී වියන්ගොඩ,Sinhala,English Translation Novel,Literature
397,Sayanasana,සයනාසනය,Robert Bloch,රොබට් බ්ලොක්,Senarathna Weerasinghe,සේනාරත්න වීරසිංහ,Sinhala,English Translation Novel,"Horror, Thriller"
398,Santhiyago nam Serisaranna,සන්තියාගෝ නම් සැරිසරන්නා,Paulo Coelho,පාවුලෝ කොයියෝ,Chulananda Samaranayaka,චූලානන්ද සමරනායක,Sinhala,English Translation Novel,Philosophy
399,Dampata Kathawa,දම්පාට කතාව,Alice Walker,ඇලිස් වෝකර්,Amali Boralugoda,අමලි බොරළුගොඩ,Sinhala,English Translation Novel,Classic
400,Anduru Wanapetha,අඳුරු වනපෙත,Ruth Ware,රූත් වෙයාර්,Manel Jayanthi Gunasekara,මානෙල් ජයන්ති ගුණසේකර,Sinhala,English Translation Novel,Thriller
401,Awasan Prarthanaya,අවසාන ප්‍රාර්ථනය,Andrzej Sapkowski,ඇන්ඩ්‍රේ සප්කොව්ස්කි,Tharushi Niranga Jayasinghe,තරුෂි නිරංගා ජයසිංහ,Sinhala,English Translation Novel,"Fantasy, The Witcher"
402,Dahathuna,දහතුන,Steve Cavanagh,ස්ටීව් කැවනැග්,Nilanthi Ediriweera,නිලන්ති එදිරිවීර,Sinhala,English Translation Novel,Legal Thriller
403,Nawathane Himi Kariya,නවාතැනේ හිමිකාරිය,Fyodor Dostoevsky,ෆියෝඩර් දොස්තයෙව්ස්කි,Pasan Kodikara,පසන් කොඩිකාර,Sinhala,Russian Translation Novel,"Russian, Classic"
404,Remgunkara Kawataya,රෙම්ගුන්කාර කවටයා,Mikhail Bulgakov,මිහායිල් බුල්ගාකොව්,Pasan Kodikara,පසන් කොඩිකාර,Sinhala,Russian Translation Novel,"Russian, Classic, Satire"
405,Mahacharya Shonkuge Wickrama,මහාචාර්ය ෂොන්කුගේ වික්‍රම,Satyajit Ray,සත්‍යජිත් රායි,Chandralatha Lakdusinghe,චන්ද්‍රලතා ලක්දුසිංහ,Sinhala,Indian Translation,"Sci-Fi, Adventure"
406,Nisala Uyana,නිසල උයනා,Ba Jin,බා ජින්,Mahinda Senarath Gamage,මහින්ද සෙනරත් ගමගේ,Sinhala,Chinese Translation,Literature
