ID,Name,Sinhala Name,Author,Author Sinhala Name,Translator,Translator Sinhala Name,Language,Category,Tags
1185,"Charulatha","චාරුලතා","Rabindranath Tagore","රබීන්ද්‍රනාත් තාගෝර්","Senarathne Weerasinghe","සෙනරත්න වීරසිංහ","Sinhala","Indian Translation",""
1184,"Andurata pera Aruna","අඳුරට පෙර අරුණ","Niranjana","නිරංජනා","Senarathne Weerasinghe","සෙනරත්න වීරසිංහ","Sinhala","Indian Translation",""
1183,"Sathuru Mithuru Muhudu Rella","සතුරු මිතුරු මුහුදු රළ","Pearl S Buck","Pearl S. Buck","Senarathne Weerasinghe","සෙනරත්න වීරසිංහ","Sinhala","English Translation Novel",""
1182,"Pawle Uruwa","පවුලේ උරුමය","Michael Ondaatje","මයිකල් ඔන්ඩාච්චි","Sepala Wijesekara","සේපාල විජේසේකර","Sinhala","English Translation Novel",""
1181,"Aruma Puduma Gandarwaya","අරුම පුදුම ගාන්ධර්වයා","Jecob Ludwig Grim","ජේකොබ් ග්‍රිම්","Samaranayaka Vipulaguna","සමරනායක විපුලගුණ","Sinhala","English Translation Novel",""
1180,"Hora saha Ballo","හොරා සහ බල්ලෝ","Nageeb Mahphus","නගීබ් මහ්ෆූස්","Sunethra Rajakarunanayaka","සුනේත්‍රා රාජකරුණානායක","Sinhala","English Translation Novel",""
1179,"Kara - Bugas","කාරා - බුගාස්","Konsthanthin Pawsthowsky","කොන්ස්ටන්ටයින් පවුස්ටොව්ස්කි","Rupasiri Perera","රූපසිරි පෙරේරා","Sinhala","Russian Translation Novel",""
1178,"Nethiwunu Wasthuwa","නැතිවුණු වස්තුව","Chingiz Aithmathov","චිංගීස් අයිත්මාතව්","Dedigama V Rodrigo","දැඩිගම වී. රුද්රිගු","Sinhala","Russian Translation Novel",""
1177,"Kapithange Diyaniyo","කැප්ටන්ගේ දියණිය","Alexandre Pushkin","ඇලෙක්සැන්ඩර් පුෂ්කින්","Dedigama V Rodrigo","දැඩිගම වී. රුද්රිගු","Sinhala","Russian Translation Novel",""
1176,"Minihakuge Iranama","මිනිසෙකුගේ ඉරණම","Mikhail Sholokhov","මිහායිල් ෂොලොකොව්","Dedigama V Rodrigo","දැඩිගම වී. රුද්රිගු","Sinhala","Russian Translation Novel",""
1175,"Hudakala Tepel karuwakuge Aruma Divipuwatha","හුදෙකලා තැපැල් කරුවෙකුගේ අරුම දිවිපුවත","Denis Theriault","ඩෙනිස් තෙරියෝ","Chulananda Samaranayaka","චූලානන්ද සමරනායක","Sinhala","English Translation Novel",""
1174,"Abiyogayaka Iranama","අභියෝගයක ඉරණම","Brian Fox","බ්‍රයන් ෆොක්ස්","S. Chandrasiri Dasanayake","එස්. චන්ද්‍රසිරි දිසානායක","Sinhala","English Translation Novel",""
1173,"Wessa walahaka","වැස්ස වළාහක","Samarawira Wijayawansa","සමරවීර විජයසිංහ","","","Sinhala","Sinhala Novel",""
1172,"Awasan Nirupaddrithaya","අවසන් නිරුපද්‍රිතයා","Susitha Ruwan","සුසිත රුවන්","","","Sinhala","Science Fiction",""
1171,"Mal Samanaliyo","මල් සමනලියෝ","Hema chandrika Liyanage","හේමා චන්ද්‍රිකා ලියනගේ","","","Sinhala","Children Sinhala",""
1170,"Pin Lamaya","පින් ළමයා","Hema chandrika Liyanage","හේමා චන්ද්‍රිකා ලියනගේ","","","Sinhala","Children Sinhala",""
1169,"Ran Sirimal","රන් සිරිමල්","Anurasiri Hettige","අනුරසිරි හෙට්ටිගේ","","","Sinhala","Children Sinhala",""
1168,"Nandunana Suba Pethuma","නොඳුනන සුබ පැතුම","Gimhan Suriya Bandara","ගිම්හාන් සූරිය බණ්ඩාර","","","Sinhala","Sinhala Novel",""
1167,"Premanisansa","ප්‍රේමනිසංස","Chandrarathna Bandara","චන්ද්‍රරත්න බණ්ඩාර","","","Sinhala","Sinhala Novel",""
1166,"He Siddartha nam we","හේ සිද්ධාර්ථ නම් වේ","Ko. Ananda","හර්මන් හෙසේ","","කෝ. ආනන්ද","Sinhala","Sinhala Novel",""
1165,"Gini Awi Saha Ginikeli","Gini Awi Saha Ginikeli","Anura Horeshsas","අනුර හොරේශ්සස්","","","Sinhala","Sinhala Novel","Novel"
1164,"Gini Awi Saha Ginikeli","Gini Awi Saha Ginikeli","Anura Horeshsas","අනුර හොරේශ්සස්","","","Sinhala","Sinhala Novel","Novel"
1163,"Gini Awi Saha Ginikeli","ගිනි අවි සහ ගිනිකෙළි","Anura Horeshsas","අනුර හොරේශ්සස්","","","Sinhala","Sinhala Novel",""
1162,"Arthika kuli Gathakayakuge Papochcharanaya","Arthika kuli Gathakayakuge Papochcharanaya","John Perkins","ජෝන් පර්කින්ස්","Sepala Wijesekara","සේපාල විජේසේකර","Sinhala","English Translation Novel","Novel"
1161,"Pathala Loka Charika","පාතාල ලෝක චාරිකා","Wijayarathna Dolawatta","Wijayarathna Dolawatta","","","Sinhala","Children Sinhala",""
1160,"Lasanda","ලසන්දා","T.B. Ilangarathna","ටී.බී. ඉලංගරත්න","","","Sinhala","Children Sinhala",""
1159,"Mangala","මංගලා","T.B. Ilangarathna","ටී.බී. ඉලංගරත්න","","","Sinhala","Children Sinhala",""
1158,"Peraliya","පෙරළිය","T.B. Ilangarathna","ටී.බී. ඉලංගරත්න","","","Sinhala","Children Sinhala",""
1157,"Wilasithawo","විලාසිතාවෝ","T.B. Ilangarathna","ටී.බී. ඉලංගරත්න","","","Sinhala","Children Sinhala",""
1156,"Malsarawa","මල්සරාව","T.B. Ilangarathna","ටී.බී. ඉලංගරත්න","","","Sinhala","Children Sinhala",""
1155,"Nodaruwo saha Daruwo","නොදරුවෝ සහ දරුවෝ","T.B. Ilangarathna","ටී.බී. ඉලංගරත්න","","","Sinhala","Children Sinhala",""
1154,"Lokanthaya","ලෝකාන්තය","T.B. Ilangarathna","ටී.බී. ඉලංගරත්න","","","Sinhala","Children Sinhala",""
1153,"Yowun Wiman","යොවුන් විමන්","T.B. Ilangarathna","ටී.බී. ඉලංගරත්න","","","Sinhala","Children Sinhala",""
1152,"Hapana","හපනා","T.B. Ilangarathna","ටී.බී. ඉලංගරත්න","","","Sinhala","Children Sinhala",""
1151,"Wyawachchedakaya","ව්‍යවච්ඡේදකයා","Federico Andahazi","ෆෙඩ්රිකෝ ඇන්ඩහාසි","Gamini Viyangoda","ගාමිණී වියන්ගොඩ","Sinhala","English Translation Novel",""
1150,"Terabithiya","ටෙරබිතියා","Katherine Paterson","කැතරින් පැටර්සන්","Chithra Amarasekara","චිත්‍රා අමරසේකර","Sinhala","English Translation Novel",""
1149,"Hotalayaka Sihinaya","හෝටලයක සිහිනය","Wibuthi Bushana Bandopadya","බිබුතිභූෂණ බන්දෝපාධ්‍යාය","Wasantha Padmini","වසන්තා පද්මිණි","Sinhala","Indian Translation",""
1148,"Dasa Dina","දස දින","Giovanni Boccaccio","ජියොවානි බොකේචියෝ","Premasiri Mahingoda","ප්‍රේමසිරි මහංගොඩ","Sinhala","Italy Translation Novel",""
1147,"Hima Amma","හිම අම්මා","","","Ganga Noroshini Suduwelikanda","ගංගා නිරෝෂිණී සුදුවැලිකන්ද","Sinhala","Children english",""
1146,"Dampehe Mamiya","දම්පෙහේ මාමියා","Anatholi Dneprow","ඇනටෝලි ඩෙනෙප්‍රොව්","Madhawa Waidyarathna","මාධව වෛද්‍යරත්න","Sinhala","Science Fiction",""
1145,"Yaksaya Nonidayi","යක්ෂයා නොනිදයි","Pearl S Buck","පර්ල් එස්. බක්","A. Dayananda Silva","ඒ. දයානන්ද සිල්වා","Sinhala","English Translation Novel",""
1144,"Lonayanaya - 2","ලෝක නයනය - 2","Robert Jordan","රොබට් ජෝර්ඩන්","Amavi Silva","අමාවි සිල්වා","Sinhala","English Translation Novel",""
1143,"Lonayanaya - 1","ලෝක නයනය - 1","Robert Jordan","රොබට් ජෝර්ඩන්","Amavi Silva","අමාවි සිල්වා","Sinhala","English Translation Novel",""
1142,"Siyalla hari yan","සියල්ල හරි යං","H.D.I.Anthony","එච්.ඩී.අයි. ඇන්තනී","","","Sinhala","Sinhala Novel",""
1141,"Saru Pasa","සරු පස","Knut Hamsun","නුට් හැම්සන්","K.C. Perera / K.N.Rupasiri","කේ.සී. පෙරේරා","Sinhala","English Translation Novel",""
1140,"Dewathapaya","දේවතාපය","Edward Bulwer Lytton","එඩ්වඩ් බුල්වර් ලිට්න්","I.M.R.A.Irriyagolla","අයි. එම්. ආර්. ඒ. ඊරියගොල්ල","Sinhala","English Translation Novel",""
1139,"Manuthapaya","මනුතාපය","Victor Hugo","වික්ටර් හියුගෝ","I.M.R.A.Irriyagolla","අයි. එම්. ආර්. ඒ. ඊරියගොල්ල","Sinhala","French Translation",""
1138,"Montare Withthi","මොන්ටාරේ විත්ති","John Stainbeck","ජෝන් ස්ටයින්බැක්","Loku Banda Tilakarathna","ලොකු බණ්ඩා තිලකරත්න","Sinhala","English Translation Novel",""
1137,"The Seven Moons Of Maali Almeida","ද සෙවන් මූන්ස් ඔෆ් මාලි අල්මේදා","Shehan Karunathilaka","ෂෙහාන් කරුණාතිලක","","","English","Other",""
1136,"1408","1408","","ස්ටීවන් කින්ග්","Nimmi Muditha Herath","නිම්මි මුදිතා හේරත්","Sinhala","English Translation Short Stories",""
1135,"Chinaman","චයිනමන්","Shehan Karunathilaka","ෂෙහාන් කරුණාතිලක","Dileepa Abeysekara","දිලීප අබේසේකර","Sinhala","English Translation Novel",""
1134,"Kamare","කාමරේ","Emma Donoghue","එමා ඩොනහියු","Nimmi Muditha Herath","නිම්මි මුදිතා හේරත්","Sinhala","English Translation Novel",""
1133,"Etagehiyan","ඊටජියන්","Stephen King","ස්ටීවන් කින්ග්","Dileepa Jayakody","දිලීප ජයකොඩි","Sinhala","English Translation Novel",""
1132,"The Godfather","ද ගෝඩ් ෆාදර්","Mario Puzo","මාරියෝ පූසෝ","Piyal Panapitiya","පියල් පනාපිටිය","Sinhala","English Translation Novel",""
1131,"Adrushyamana","අදෘශ්‍යමාන","Nimmi Muditha Herath","නිම්මි මුදිතා හේරත්","","","Sinhala","Sinhala Novel",""
1130,"Kalu Ethdala","කළු ඇත්දළ","Robert Michael Ballantyne","ආර්.එම්. බැලන්ටයින්","Kumara Siriwardana","කුමාර සිරිවර්ධන","Sinhala","English Translation Novel",""
1129,"Gathanaye Situwaraya","ඝාතනයේ සිටුවරයා","Harold Robbins","හැරල්ඩ් රොබින්ස්","Kumara Siriwardana","කුමාර සිරිවර්ධන","Sinhala","English Translation Novel",""
1128,"Sudumeli Manaliya","සුදුමැලි මනාලිය","","","Kumara Siriwardana","කුමාර සිරිවර්ධන","Sinhala","Horror",""
1127,"Mala Nomala Minisa","මළ නොමළ මිනිසා","","","Kumara Siriwardana","කුමාර සිරිවර්ධන","Sinhala","Horror",""
1126,"Soviet Russian Ketikatha -2","සෝවියට් රුසියානු කෙටි කතා - 2","","","Dedigama V Rodrigo","දැඩිගම වී. රුද්රිගු","Sinhala","Russian Translation Short Stories",""
1125,"Soviet Russian Ketikatha -1","සෝවියට් රුසියානු කෙටි කතා - 1","","","Dedigama V Rodrigo","දැඩිගම වී. රුද්රිගු","Sinhala","Russian Translation Short Stories",""
1124,"Thiwatha","තිවැත","Padmini Senewirathna","පද්මිණී සෙනෙවිරත්න","","","Sinhala","Sinhala Novel",""
1123,"Krutheema Doopath","කෘතිම දූපත්","Sunethra Rajakarunanayaka","සුනේත්‍රා රාජකරුණානායක","","","Sinhala","Sinhala Novel",""
1122,"Gedara Wata Sithiyama","ගෙදර වට සිතියම","Liyanage Amarakeerthi","ලියනගේ අමරකීර්ති","","","Sinhala","Sinhala Short Stories",""
1121,"Rathu Iri Andina Atha","රතු ඉරි අඳින අත","Liyanage Amarakeerthi","ලියනගේ අමරකීර්ති","","","Sinhala","Sinhala Novel",""
1120,"Peris Walakulu","පැරිස් වළාකුළු","Manjula Wediwardena","මංජුල වෙඩිවර්ධන","","","Sinhala","Sinhala Novel",""
1119,"Maha Kalu Kuluna","මහා කළු කුළුණ","Evgeny Voiskunsky - Isai Lukodyanow","එව්ගනි වොයිස්කුන්ස්කි","Madhawa Waidyarathna","මාධව වෛද්‍යරත්න","Sinhala","Science Fiction",""
1118,"Rawana Meheyuma 2","රාවණා මෙහෙයුම 2","Sustiha Ruwan","සුසිත රුවන්","","","Sinhala","Science Fiction",""
1117,"Palingu Bittaraya","පළිඟු බිත්තරය","","එච්.ජී. වේල්ස්","Prabath MIrihagalla","ප්‍රභාත් මිරිහාගල්ල","Sinhala","Science Fiction",""
1116,"Naniya","නර්නියා","C.S.Lewis","සී.එස්. ලුවිස්","Prabath MIrihagalla","ප්‍රභාත් මිරිහාගල්ල","Sinhala","Science Fiction",""
1115,"Dereiyakage Prayamaya","ධෛර්යයක ප්‍රයාමය","Mark Twain","මාර්ක් ටුවෙන්","Madhawi Senarathna","මාධවී සේනාරත්න","Sinhala","English Translation Novel",""
1114,"Kiyubanu Wiplawaye Mathaka Satahan","කියුබානු විප්ලවයේ මතක සටහන්","Ernesto Che Guevara","චේ ගුවේරා","Priyanjan Suresh De Silva","ප්‍රියංජන් සුරේෂ් ද සිල්වා","Sinhala","English Translation Novel",""
1113,"Cheenayata Mandagami Bottuwakin","චීනයට මන්දගාමී බෝට්ටුවකින්","","","Rasmika Mandawala","රශ්මිකා මණ්ඩවල","Sinhala","English Translation Short Stories",""
1112,"Anna Dakina Lokaya","ඇනා දකින ලෝකය","Jostein Gaarder","ජොස්ටේන් ගාඩර්","Rani Senarathna Rajapaksa","රාණි සේනාරත්න රාජපක්ෂ","Sinhala","English Translation Novel",""
1111,"Aprikawe Wisiwasarak","අප්‍රිකාවේ විසි වසරක්","Karen Blixen","කැරන් බ්ලික්සන්","Indrani Krunarathna","ඉන්ද්‍රාණි කරුණාරත්න","Sinhala","English Translation Novel",""
1110,"Wurka Nayakaya","වෘක නායකයා","Alexander Dumas","ඇලෙක්සැන්ඩර් ඩූමා","Kumara Siriwardana","කුමාර සිරිවර්ධන","Sinhala","English Translation Novel",""
1109,"Modayo Merethi","මෝඩයෝ මැරෙති","Mario Puzo","මාරියෝ පූසෝ","Piyal Panapitiya","පියල් පනාපිටිය","Sinhala","English Translation Novel",""
1108,"Windser Palahilawwa","වින්ඩ්සර් පැලහිලව්ව","Jack Higgins","ජැක් හිගින්ස්","Nimal Disanayaka","නිමල් දිසානායක","Sinhala","English Translation Novel",""
1107,"Nariyage Horawa","නරියාගේ හෝරාව","Jack Higgins","ජැක් හිගින්ස්","Nimal Disanayaka","නිමල් දිසානායක","Sinhala","English Translation Novel",""
1106,"D","ඩී","Manjula Senarathna","මංජුල සේනාරත්න","","","Sinhala","Sinhala Novel",""
1105,"Melory Towers Balika Viduhala - 6","මැලරි ටවර්ස් බාලිකා විදුහල - 6","Enid Blyton","ඊනිඞ් බ්ලයිටන්","M.D.H.Senewirathna","M.D.H.Senewirathna","Sinhala","English Translation Children",""
1104,"Melory Towers Balika Viduhala -5","මැලරි ටවර්ස් බාලිකා විදුහල - 5","Enid Blyton","ඊනිඞ් බ්ලයිටන්","M.D.H.Senewirathna","M.D.H.Senewirathna","Sinhala","English Translation Children",""
1103,"Melory Towers Balika Viduhala - 4","මැලරි ටවර්ස් බාලිකා විදුහල - 4","Enid Blyton","ඊනිඞ් බ්ලයිටන්","Chandra Anagirathna","චන්ද්‍ර අනගිරත්න","Sinhala","English Translation Children",""
1102,"Melory Towers Balika Viduhala - 3","මැලරි ටවර්ස් බාලිකා විදුහල - 3","Enid Blyton","ඊනිඞ් බ්ලයිටන්","Chandra Anagirathna","චන්ද්‍ර අනගිරත්න","Sinhala","English Translation Children",""
1101,"Melory Towers Balika Viduhala - 2","මැලරි ටවර්ස් බාලිකා විදුහල - 2","Enid Blyton","ඊනිඞ් බ්ලයිටන්","Chandra Anagirathna","චන්ද්‍ර අනගිරත්න","Sinhala","English Translation Children",""
1100,"Amba Kathawa","අඹ කතාව","G.B. Senanayaka","ජී.බී. සේනානායක","","","Sinhala","Children Sinhala",""
1099,"Halmessa","හාල්මැස්සා","G.B. Senanayaka","ජී.බී. සේනානායක","","","Sinhala","Children Sinhala",""
1098,"Rath Handun Rupaya","රත් හඳුන් රූපය","G.B. Senanayaka","ජී.බී. සේනානායක","","","Sinhala","Children Sinhala",""
1097,"Mal Kumari","මල් කුමාරී","G.B. Senanayaka","ජී.බී. සේනානායක","","","Sinhala","Children Sinhala",""
1096,"Maha Lobaya","මහා ලෝභයා","G.B. Senanayaka","ජී.බී. සේනානායක","","","Sinhala","Children Sinhala",""
1095,"Heenaya","හීනය","G.B. Senanayaka","ජී.බී. සේනානායක","","","Sinhala","Children Sinhala",""
1094,"wana raja dahana","වන රජ දහන","Nimal Bandara","නිමල් බණ්ඩාර","","","Sinhala","Children Sinhala",""
1093,"Rangiri Arana","රංගිරි අරණ","Nimal Bandara","නිමල් බණ්ඩාර","","","Sinhala","Children Sinhala",""
1092,"Galge Kanda","ගල්ගේ කන්ද","Nimal Bandara","නිමල් බණ්ඩාර","","","Sinhala","Children Sinhala",""
1091,"Samuduru Mekala","සමුදුරු මේඛලා","Nimal Bandara","නිමල් බණ්ඩාර","","","Sinhala","Children Sinhala",""
1090,"Rip Van Winkle","රිප් වැන් වින්ක්ල්","Washington Irving","වොෂින්ටන් අර්වින්","Chandra Anagirathna","චන්ද්‍ර අනගිරත්න","Sinhala","English Translation Novel",""
1089,"Treblinkawe Awasan Yudewwa","ට්‍රෙබ්ලින්කාවේ අවසන් යුදෙව්වා","Chil Raichman","චිල් රාජ්මන්","Kasun Niranga de Soysa","කසුන් නිරංග ද සොයිසා","Sinhala","English Translation Novel",""
1088,"Adisi Nadiya","අදිසි නදිය","Kapila Kumara Kalinga","කපිල කුමාර කාලිංග","","","Sinhala","Sinhala Novel",""
1087,"Kura handeki wiyekena","කුරා හඬකි වියැකෙන","Nobat Ayagamage","නොබට් අයගමගේ","","","Sinhala","Sinhala Novel",""
1086,"miyedunu wila","මියැදුණු විල","Hameed Ismailow","හමීඩ් ඉස්මයිලොව්","Chulananda Samaranayaka","චූලානන්ද සමරනායක","Sinhala","Russian Translation Novel",""
1085,"Asiri Sirini 4","අසිරි සිරිනි 4","Chithra I Perera","චිත්‍රා අයි. පෙරේරා","","","Sinhala","Sinhala Short Stories",""
1084,"E ahabu Atheetha Hendewa","ඒ අහඹු අතීත හැන්දෑව","Manjula Wediwardena","මංජුල වෙඩිවර්ධන","","","Sinhala","Sinhala Novel",""
1083,"Munnakkare Sansare","මුන්නක්කරේ සංසාරේ","Manjula Wediwardena","මංජුල වෙඩිවර්ධන","","","Sinhala","Sinhala Novel",""
1082,"Atawaka Puththu","අටවක පුත්තු","Liyanage Amarakeerthi","ලියනගේ අමරකීර්ති","","","Sinhala","Sinhala Novel",""
1081,"Eulosia","ඉයුලෝසියා","Tharaka Kaldera","තාරක කල්දේරා","","","Sinhala","Sinhala Novel",""
1080,"Jivithaye Oil Pellam","ජීවිතයේ ඔයිල් පැල්ලම්","Tharindu Sri Lokugamage","තාරිඳු ශ්‍රී ලොකුගමගේ","","","Sinhala","Sinhala Novel",""
1079,"Hadawath warak","හදවත් වාරක්","Niluka Brandon","නිලුකා බ්‍රැන්ඩන්","","","Sinhala","Sinhala Novel",""
1078,"Sansakkari","සංසක්කාරී","Manohari Jayalath","මනෝහාරි ජයලත්","","","Sinhala","Sinhala Novel",""
1077,"Aramadasa","අරමදාස","Ariyawansa Abeysekara","අරියවංශ අබේසේකර","","","Sinhala","Sinhala Novel",""
1076,"Yakkaraja","යක්කරජ","Chandika Abeywickrama","චන්දික අබේවික්‍රම","","","Sinhala","Sinhala Novel",""
1075,"Chutta","චුට්ටා","Lahiru Kithalagama","ලාහිරු කිතුලගම","","","Sinhala","Sinhala Novel",""
1074,"Damaraja","දමරාජ","Isuru Umayanga Hidellarachchi","ඉසුරු උමයංග හිදැල්ලආරච්චි","","","Sinhala","Sinhala Novel",""
1073,"Hunting Party","හන්ටින් පාටි","Luct Foley","ලූසි ෆෝලි","Tharushi Niranga Jayasinghe","තරුෂි නිරංග ජයසිංහ","Sinhala","English Translation Novel",""
1072,"Thirtha Yathrawe Wasara Gananawak","තීර්ථ යාත්‍රාවේ වසර ගණනාවක්","Haruki Murakami","හරුකි මුරකාමි","Manuel Jayasekara","මැනුවෙල් ජයසේකර","Sinhala","English Translation Novel",""
1071,"Kiyanu Was Pawathimi","කියනු පිණිස පවතිමි","Gabriel Garcia Marquez","ගේබ්‍රියෙල් ගාර්ෂියා මාර්කේස්","Maheshi Weerakoon","මහේෂි වීරකෝන්","Sinhala","English Translation Novel",""
1070,"Mathaka Miyadena Sanda","මතක මියදෙන සඳ","Ambalawanar Sivanandan","අම්බලවානර් සිවනන්දන්","Hashitha Abewardana","හෂිත අබේවර්ධන","Sinhala","English Translation Novel",""
1069,"Mul (yadam) 2","මුල් 2","Alex Haley","ඇලෙක්ස් හේලි","Ben Rusknack","බෙන් රස්නැක්","Sinhala","English Translation Novel",""
1068,"Wurkayage Dawasa","වෘකයාගේ දවස","Frederick Forsyth","ෆ්‍රෙඩ්රික් ෆෝසයිත්","Abaya Hewawasam","අභය හේවාවසම්","Sinhala","English Translation Novel",""
1067,"Mage diviseriya","මගේ දිවිසැරිය","Charly Chaplin","චාලි චැප්ලින්","Chulananda Samaranayaka","චූලානන්ද සමරනායක","Sinhala","English Translation Novel",""
1066,"Oththukari","ඔත්තුකාරී","Paulo Coelho","පාවුලෝ කොයියෝ","Manjula Kaldera","මංජුල කල්දේරා","Sinhala","English Translation Novel",""
1065,"Kiya","කියා","Delia Owens","ඩීලියා ඕවන්ස්","Nimmi Muditha Herath","නිම්මි මුදිතා හේරත්","Sinhala","English Translation Novel",""
1064,"Lankawa awata Diyayata Wikramayan","ලංකාව වටා දිය යට වික්‍රමයන්","Arthur C Clarke","ආතර් සී ක්ලාක්","Mano Fernando","මනෝ ප්‍රනාන්දු","Sinhala","English Translation Novel",""
1063,"Hima Bima Madin","හිම බිම මැදින්","Michael Morpurgo","මයිකල් මෝපුර්ගෝ","Deepthi Mangala Rajapakshe","දීප්ති මංගල රාජපක්ෂ","Sinhala","English Translation Novel",""
1062,"Nayakaya Marapu Dawasa","නායකයා මරපු දවස","Naguib Mahrouz","නගීබ් මහ්ෆූස්","Chulananda Samaranayaka","චූලානන්ද සමරනායක","Sinhala","African Translation",""
1061,"Kung Fu 4","කුං ෆු 4","Howard Lee","හොවාඩ් ලී","Senarathne Weerasinghe","සෙනරත්න වීරසිංහ","Sinhala","English Translation Novel",""
1060,"Kung Fu 3","කුං ෆු 3","Howard Lee","හොවාඩ් ලී","Senarathne Weerasinghe","සෙනරත්න වීරසිංහ","Sinhala","English Translation Novel",""
1059,"Kung Fu 2","කුං ෆු 2","Howard Lee","හොවාඩ් ලී","Senarathne Weerasinghe","සෙනරත්න වීරසිංහ","Sinhala","English Translation Novel",""
1058,"Dairyaye Rathu Salakuna","ධෛර්යයේ රතු සලකුණ","Stephen Crane","ස්ටීවන් ක්‍රේන්","Senarathne Weerasinghe","සෙනරත්න වීරසිංහ","Sinhala","English Translation Novel",""
1057,"Depalu Karana lada Hadawathaka Chodana Pathraya","දෙපළු කරන ලද හදවතක චෝදනා පත්‍රය","Saadat Hasan Manto","සාදත් හසන් මන්තෝ","Chulananda Samaranayaka","චූලානන්ද සමරනායක","Sinhala","Indian Translation",""
1056,"Pilika Wattuwa","පිළිකා වාට්ටුව","Alexander Solzhenitsyn","ඇලෙක්සැන්ඩර් සොල්සෙනිට්සින්","Anula de Silva","අනුලා ද සිල්වා","Sinhala","Russian Translation Novel",""
1055,"Hima Kabaya","හිම කබාය","Nicoloi Gogol","නිකොලායි ගොගොල්","Dedigama V Rodrigo","දැඩිගම වී. රුද්රිගු","Sinhala","Russian Translation Short Stories",""
1054,"Ran Rosa","රන් රෝස","Konsthanthin Pawsthowsky","කොන්ස්ටන්ටයින් පවුස්ටොව්ස්කි","Ariyawansha Ranaweera","ආරියවංශ රණවීර","Sinhala","Russian Translation Novel",""
1053,"19 weni Shathawarshaye Rusian Keti katha","19 වෙනි ශතවර්ෂයේ රුසියානු කෙටි කථා","","","Dedigama V Rodrigo","දැඩිගම වී. රුද්රිගු","Sinhala","Russian Translation Short Stories",""
1052,"Kosha Gatha u minisa","කෝෂ ගත වූ මිනිසා","Anton Chekhov","ඇන්ටන් චෙකොව්","H.Jayarathne","එච්. ජයරත්න","Sinhala","Russian Translation Novel",""
1051,"Mage Hapankam","මගේ හපන්කම්","Gafur Gulyam","ගෆුර් ගුල්යාම්","Dedigama V Rodrigo","දැඩිගම වී. රුද්රිගු","Sinhala","Russian Translation Novel",""
1050,"Piyano Wadakaya","පියානෝ වාදකයා","Wladyslaw Szpilman","ව්ලැඩිස්ලාව් ස්පිල්මන්","Chulananda Samaranayaka","චූලානන්ද සමරනායක","Sinhala","Russian Translation Novel",""
1049,"Unu hima","උණු හිම","Yuri Bondarev","යූරි බොන්දරෙව්","Dedigama V Rodrigo","දැඩිගම වී. රුද්රිගු","Sinhala","Russian Translation Novel",""
1048,"Don nadiya nisalawa gala basi 4","ඩොන් නදිය නිසලව ගලා බසී 4","Mikhail Sholokhov","මිහායිල් ෂොලොකොව්","Mahinda Senarath Gamage","මහින්ද සෙනරත් ගමගේ","Sinhala","Russian Translation Novel",""
1047,"Don nadiya nisalawa gala basi 3","ඩොන් නදිය නිසලව ගලා බසී 3","Mikhail Sholokhov","මිහායිල් ෂොලොකොව්","Mahinda Senarath Gamage","මහින්ද සෙනරත් ගමගේ","Sinhala","Russian Translation Novel",""
1046,"Don nadiya nisalawa gala basi 2","ඩොන් නදිය නිසලව ගලා බසී 2","Mikhail Sholokhov","මිහායිල් ෂොලොකොව්","Mahinda Senarath Gamage","මහින්ද සෙනරත් ගමගේ","Sinhala","Russian Translation Novel",""
1045,"Wangagiriya","වංකගිරිය","Albert Likhanov","ඇල්බට් ලිකානොව්","Mahinda Senarath Gamage","මහින්ද සෙනරත් ගමගේ","Sinhala","Russian Translation Novel",""
1044,"Supurudu Kathawak","සුපුරුදු කතාවක්","Ivan Goncharov","අයිවන් ගොන්චරොව්","Ananda Amarasiri","ආනන්ද අමරසිරි","Sinhala","Russian Translation Novel",""
1043,"Sebe Minisekuge kathawak","සැබෑ මිනිසෙකුගේ කතාවක්","Baris Pala","බොරිස් පලෙවෝයි","Dedigama V Rodrigo","දැඩිගම වී. රුද්රිගු","Sinhala","Russian Translation Novel",""
1042,"Emily","එමිලි","L M Montegomery","එල්.එම්. මොන්ට්ගොමරි","Manel Jayanthi Gunasekara","මානෙල් ජයන්ති ගුණසේකර","Sinhala","English Translation Novel",""
1041,"Harry Potter 7","හැරී පොටර් 7","J.K.Rowling","J.K.Rowling","","","English","English Novel","Novel"
1040,"Harry Potter 6","හැරී පොටර් 6","J.K.Rowling","J.K.Rowling","","","English","English Novel","Novel"
1039,"Harry Potter 5","හැරී පොටර් 5","J.K.Rowling","J.K.Rowling","","","English","English Novel","Novel"
1038,"Harry Potter 4","හැරී පොටර් 4","J.K.Rowling","J.K.Rowling","","","English","English Novel","Novel"
1037,"Harry Potter 3","හැරී පොටර් 3","J.K.Rowling","J.K.Rowling","","","English","English Novel","Novel"
1036,"Harry Potter 2","හැරී පොටර් 2","J.K.Rowling","J.K.Rowling","","","English","English Novel","Novel"
1035,"Harry Potter 1","හැරී පොටර් 1","J.K.Rowling","J.K.Rowling","","","English","English Novel","Novel"
1034,"Abirahas Jivitha Taranaya","අබිරහස් ජීවිත තරණය","Tenison Perera","ටෙනිසන් පෙරේරා","","","Sinhala","Sinhala Novel",""
